2022-10-19 19:15:28.172+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of dashboard-view on behalf of admin
2022-10-19 19:15:28.172+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading dashboard-view
2022-10-19 19:15:29.537+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: dashboard-view
2022-10-19 19:15:29.537+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of matrix-project on behalf of admin
2022-10-19 19:15:29.538+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading matrix-project
2022-10-19 19:15:31.088+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: matrix-project
2022-10-19 19:15:31.088+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of resource-disposer on behalf of admin
2022-10-19 19:15:31.088+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading resource-disposer
2022-10-19 19:15:32.285+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: resource-disposer
2022-10-19 19:15:32.285+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of ws-cleanup on behalf of admin
2022-10-19 19:15:32.285+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading ws-cleanup
2022-10-19 19:15:33.540+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: ws-cleanup
2022-10-19 19:15:33.540+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of credentials on behalf of admin
2022-10-19 19:15:33.541+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading credentials
